amazon_identifier,product_name,product_price,review_date,review_title,number_of_stars,verified_purchase,review_body,number_found_helpful
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2017-12-23T00:00:00Z,So yummy.,5,1,I have always loved this cereal. Even more in the holiday Chex mix. Plus its Gluten free.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2017-12-29T00:00:00Z,Four Stars,4,0,Good cereal.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2017-12-31T00:00:00Z,"Order them, don't search for them.",5,1,I use these every year to make a chex mix no one else has. Secret recipe from east coast.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-17T00:00:00Z,Five Stars,5,1,Can't beat Chex products.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-19T00:00:00Z,Great !,5,1,"I love my cereal! I always stock up on these when ordering prime pantry. The product comes in fresh, and exactly the way it would be if bought in a grocery store.",0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-02T00:00:00Z,Four Stars,4,1,OK BUT TOO MUCH AIR LIKE IN OTHERS.....SQUASH THE CONTENTS AND YOU GET A VERY SMALL PILE OF FOOD.......,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-02T00:00:00Z,Great taste,5,0,Great taste,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-21T00:00:00Z,"Only okay, gets soggy. Grateful for gluten free.",3,1,It is the only cereal I can eat -- wish it stood up better in milk w/o getting soggy.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-23T00:00:00Z,5 stars,5,1,"Um, these are rice chex, who doesn't love rice chex? 5 stars",0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-27T00:00:00Z,Great for moms and Celiacs!,5,1,My gluten-free standby!,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-03T00:00:00Z,Great taste and great texture,4,1,Great taste and great texture even without adding any milk. But I like either the cinnamon or the chocolate Rice Chex cereal even better.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-02-03T00:00:00Z,Makes the best muddy buddies,5,1,Makes the best muddy buddies!We keep Chex on hand for a quick and easy gluten free dessert.Also great with a sprinkle of cinnamon and sugar as a regular breakfast cereal.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-11T00:00:00Z,Five Stars,5,1,Good price. Shipped Prime Pantry with no damage!,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-11T00:00:00Z,Tasty!,5,1,Tasty cereal with a great crunch. Really love that it's gluten-free and has only a tiny bit of sugar per serving.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-14T00:00:00Z,I am Glad they still make them.,5,1,"I've enjoyed Rice Chex Cereal since I was a girl.  I had forgotten about them for a while until I ordered from Amazon.  They bring back tender, but rushed memories hurrying to eat breakfast before running for the bus.  I'm glad they still make them.  Bob's Girl.",0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-15T00:00:00Z,Great,5,1,"Fast delivery, great cereal",0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-15T00:00:00Z,Perfect! Exactly as described,5,1,"Perfect!  Exactly as described.  Purchase this, you will not be disappointed!",0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-20T00:00:00Z,Three Stars,3,0,good,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-27T00:00:00Z,Five Stars,5,1,yep,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-27T00:00:00Z,Packing could be better.,4,1,Do you really pack soup on top of crushable items?,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-01-28T00:00:00Z,Gluten free!,5,1,Gluten free and healthy too!,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-03-16T00:00:00Z,Five Stars,5,1,Fair price; prompt shipment; quality product,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-03-19T00:00:00Z,Party mix!,5,1,The Chexist Chex there ever was! Love me some party mix!,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-03-20T00:00:00Z,Five Stars,5,0,makes great chex mix,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-03-23T00:00:00Z,Four Stars,4,1,cheaper price,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-03-27T00:00:00Z,Five Stars,5,1,Great price with Prime Pantry!!,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-04-20T00:00:00Z,Five Stars,5,1,Yummy!,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-04-20T00:00:00Z,great tasting cereal for those wanting to add protein to ...,5,1,"great tasting cereal for those wanting to add protein to their diet. and gluten free as well, which is a plus for many !!",0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-04-24T00:00:00Z,Five Stars,5,1,Yummy,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-04-27T00:00:00Z,Five Stars,5,1,Delicious and healthy!,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-10T00:00:00Z,Five Stars,5,1,yum,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-11T00:00:00Z,Best cheerios I've had,5,0,I have t seen these in a store. I like the extra protein and the taste is really good. Needs no added sweetener.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-14T00:00:00Z,Good for you,5,1,Good for you and taste pretty good as well I enjoyed it.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-15T00:00:00Z,Cereal,5,0,Good taste,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-24T00:00:00Z,Recommended,5,0,Great source of protein!  And great taste!,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-29T00:00:00Z,Four Stars,4,1,kids loved them.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-29T00:00:00Z,SOMEBODY PULLING A FAST ONE ON US?,2,1,"Bought because this was almost TWO DOLLARS cheaper than at the store. Then when I ate some I found out why:  it tastes like the original, plain, unexciting Cheerios with no sugar. Can't fool me!",0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-04T00:00:00Z,Five Stars,5,1,excellent source of protein.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-08-08T00:00:00Z,Cheerios!,5,0,"What can you say? Cheerios always taste good no matter what combo they use, but I particularly like these. Plus I always need to meet my protein goals with less fat. Win-win!",0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-07-24T00:00:00Z,Yum,5,0,Very tasty.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-07-25T00:00:00Z,good,5,0,Cheerios.  Good.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-07-05T00:00:00Z,Four Stars,4,1,Yummy and good for me too,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-07-05T00:00:00Z,This cereal had such a great taste that I will eat it right out of ...,5,1,This cereal had such a great taste that I will eat it right out of the box! I do use unsweetened coconut milk or vanilla yogurt in them sometimes.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-07-09T00:00:00Z,Good!,4,1,These grew on me- and whatâ€™s wrong with yumminess and protein coexisting?,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-03-10T00:00:00Z,Five Stars,5,1,"Milks favorite cookie.No wait, that's Oreos.These are good too though.",0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-03-12T00:00:00Z,Five Stars,5,1,Great morning cereal,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-03-02T00:00:00Z,Good stuff anytime,5,0,Use this for a snack. Just a handful works for me. Chewy & Crunchy.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-03-22T00:00:00Z,Pass,3,1,"My family says ""meh."" It tastes like they just mixed granola with regular Cheerios.  They don't really go together, the granola is a bit hard and sharp, and it's too sweet.  Back to the classic.",0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-03-29T00:00:00Z,horrible taste.,2,1,"Blah, horrible taste.",0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2018-03-03T00:00:00Z,Cheerios Protein,5,1,Love this Cereal !!!,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-10-11T00:00:00Z,Four Stars,4,1,convient,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-10-22T00:00:00Z,Three Stars,3,1,I really would like the larger size that they sell at the supermarket.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-10-04T00:00:00Z,Five Stars,5,1,Great,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-10-04T00:00:00Z,Way better than expected,5,1,Wow! Way better than expected.,0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-09-21T00:00:00Z,Not My Favorite Cheerio Product,3,0,"Found product when tried as replacement for Honey Nut Cheerios not to my liking with milk in a bowl. I did like and enjoy then as a snack out of the box while watching baseball. Probably taste was different enough from Honey Nut Cheerios, which I have eaten for years.",0
B00R1H07K8,"Cheerios Protein Oats and Honey Breakfast Cereal, 14.1 oz",2.96,2017-09-05T00:00:00Z,Five Stars,5,1,Excellent.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-15T00:00:00Z,"Awesome price, a box lasts a little over a ...",5,1,"I wish these were sold in stores so peolle with SNAP/EBT cards could buy them. Awesome price, a box lasts a little over a week in our house.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-17T00:00:00Z,Five Stars,5,1,great,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-20T00:00:00Z,Five Stars,5,1,Yummy!,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-25T00:00:00Z,Good product,5,1,The product is what I expected or I would not order it. Don;t have time to do the written part of the reviews. This will be copy and paste. if you don;t like it i will not do any more reviews.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-26T00:00:00Z,One Star,1,1,"When my order came, the package was damaged.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-03T00:00:00Z,Five Stars,5,1,thanks,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-30T00:00:00Z,Five Stars,5,1,Great price,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-05T00:00:00Z,Five Stars,5,1,My heart is healthier!,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-04-08T00:00:00Z,Five Stars,5,1,"Love my staple cereal, Cheerios.  Lower carbs than most cereals.  Taste great.  A classic",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2017-12-20T00:00:00Z,Has been my favorite go to,5,1,"Has been my favorite go to.. for years. Even my dogs love them, and of course the kids. Nice and wholesome.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2017-12-26T00:00:00Z,Five Stars,5,1,My wife loves Cheerios.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2017-12-26T00:00:00Z,Five Stars,5,1,Works as described.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2017-12-27T00:00:00Z,Five Stars,5,1,makes the granddaughter happy,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-01T00:00:00Z,Who does love honey nut cherrios?,5,1,"My favorite cereal!  It is nutty, crunchy and all this cereal should be!",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-13T00:00:00Z,Loved by my kids,5,1,Loved by my kids (ok - the grownups eat it too!),0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-15T00:00:00Z,Five Stars,5,1,Yummy,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-21T00:00:00Z,Five Stars,5,1,Great,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-23T00:00:00Z,Four Stars,4,1,thanks,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-28T00:00:00Z,delicious,5,1,delicious cereal. who doesn't know that about honey nut already though?? i like the big size as it lasts longer in my household.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-04T00:00:00Z,Received damaged,1,1,updated reviewOpened the box and the packaging was stuck to the carton. Whole cereal had mostly emptied into the box below.Horrible waste of money... go to the store,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-10T00:00:00Z,Love the size!,5,1,Great product.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-12T00:00:00Z,A little too sweet straight from the box,4,1,"I find this cereal a little too sweet for me straight from the box, but I like it with a little cinnamon sprinkled on it. Probably also good with milk or unsweetened soy or coconut milk.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-15T00:00:00Z,Cheerios,5,1,Good value,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-29T00:00:00Z,... one of my favorites probably yours too so always good.,5,1,What can I say this is one of my favorites probably yours too so always good.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-30T00:00:00Z,Four Stars,4,0,Honey nut cheerios is one of my favorites,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-04T00:00:00Z,YUMMY,5,1,Yummy and shipped FAST,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-05T00:00:00Z,Damage product,1,1,"Every time I purchase this product it comes damaged. But at least the inside bag sealed. This last time it was totally broken, so I received staled Cheerios.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-09T00:00:00Z,Five Stars,5,1,Perfect for a non-gluten cereal lover!,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-10T00:00:00Z,Glad this is available on Pantry.,5,0,My favorite cereal. Glad they have it on Pantry.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-13T00:00:00Z,Five Stars,5,1,Great cereal.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-13T00:00:00Z,Good buy.,5,1,Great size. Wayyyyy cheaper than BJ/Costco,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-02T00:00:00Z,Five Stars,5,1,Outstanding product and service.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-21T00:00:00Z,Five Stars,5,1,Get the giant size cause you will love it!,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-29T00:00:00Z,Four Stars,4,1,Box too big for the cupboard.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-29T00:00:00Z,Nice big family size,4,1,"Delicious as always. Nice big family size, ships fast.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-30T00:00:00Z,Five Stars,5,0,good stuff,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-05T00:00:00Z,Five Stars,5,1,Perfect,0
